audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\battery\wont_make_half_distance_without_pitstop,3.wav,non hai abbastanza energia per arrivare a meta' dovremo fermarci,non hai abbastanza energia per arrivare a meta' dovremo fermarci,"you don't have enough energy to make it to half way, we'll need to stop"
\voice\codriver\acknowledge_end_recce,1.wav,ok abbiamo finito la nostra ricognizione,ok abbiamo finito la nostra ricognizione,"OK, we've finished our stage reh-key"
\voice\codriver\acknowledge_end_recce,2.wav,ok abbiamo finito la nostra ricognizione,ok abbiamo finito la nostra ricognizione,"OK, we've finished our stage reh-key"
\voice\codriver\acknowledge_end_recce,3.wav,ok abbiamo finito la nostra ricognizione,ok abbiamo finito la nostra ricognizione,"OK, we've finished our stage reh-key"
\voice\codriver\acknowledge_start_recce,1.wav,ok iniziamo la nostra ricognizione,ok iniziamo la nostra ricognizione,"OK, we're starting our stage reh-key"
\voice\codriver\acknowledge_start_recce,2.wav,ok iniziamo la nostra ricognizione,ok iniziamo la nostra ricognizione,"OK, we're starting our stage reh-key"
\voice\codriver\acknowledge_start_recce,3.wav,ok iniziamo la nostra ricognizione,ok iniziamo la nostra ricognizione,"OK, we're starting our stage reh-key"
\voice\codriver\cmp_into_corner_1_left,5.wav,in uno sinistra,in uno sinistra,into 1 left
\voice\codriver\cmp_into_corner_1_left,6.wav,in uno sinistra,in uno sinistra,into 1 left
\voice\codriver\cmp_into_corner_1_left,7.wav,in uno sinistra,in uno sinistra,into 1 left
\voice\codriver\cmp_into_corner_1_left,8.wav,in uno sinistra,in uno sinistra,into 1 left
\voice\codriver\cmp_into_corner_1_left_descriptive,1.wav,in tornante sinistra,in tornante sinistra,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive,2.wav,in tornante sinistra,in tornante sinistra,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive,3.wav,in tornante sinistra,in tornante sinistra,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive,4.wav,in tornante sinistra,in tornante sinistra,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,5.wav,in tornante sinistra,in tornante sinistra,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,6.wav,in tornante sinistra,in tornante sinistra,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,7.wav,in tornante sinistra,in tornante sinistra,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,8.wav,in tornante sinistra,in tornante sinistra,into hairpin left
\voice\codriver\cmp_into_corner_1_left_rushed,10.wav,in uno sinistra,in uno sinistra,into 1 left
\voice\codriver\cmp_into_corner_1_left_rushed,11.wav,in uno sinistra,in uno sinistra,into 1 left
\voice\codriver\cmp_into_corner_1_left_rushed,12.wav,in uno sinistra,in uno sinistra,into 1 left
\voice\codriver\cmp_into_corner_1_left_rushed,9.wav,in uno sinistra,in uno sinistra,into 1 left
\voice\codriver\cmp_into_corner_1_right,17.wav,in uno destra,in uno destra,into 1 right
\voice\codriver\cmp_into_corner_1_right,18.wav,in uno destra,in uno destra,into 1 right
\voice\codriver\cmp_into_corner_1_right,19.wav,in uno destra,in uno destra,into 1 right
\voice\codriver\cmp_into_corner_1_right,20.wav,in uno destra,in uno destra,into 1 right
\voice\codriver\cmp_into_corner_1_right_descriptive,10.wav,in tornante destra,in tornante destra,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive,11.wav,in tornante destra,in tornante destra,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive,12.wav,in tornante destra,in tornante destra,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive,9.wav,in tornante destra,in tornante destra,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,13.wav,in tornante destra,in tornante destra,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,14.wav,in tornante destra,in tornante destra,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,15.wav,in tornante destra,in tornante destra,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,16.wav,in tornante destra,in tornante destra,into hairpin right
\voice\codriver\cmp_into_corner_1_right_rushed,21.wav,in uno destra,in uno destra,into 1 right
\voice\codriver\cmp_into_corner_1_right_rushed,22.wav,in uno destra,in uno destra,into 1 right
\voice\codriver\cmp_into_corner_1_right_rushed,23.wav,in uno destra,in uno destra,into 1 right
\voice\codriver\cmp_into_corner_1_right_rushed,24.wav,in uno destra,in uno destra,into 1 right
\voice\codriver\cmp_into_corner_2_left,29.wav,in due sinistra,in due sinistra,into 2 left
\voice\codriver\cmp_into_corner_2_left,30.wav,in due sinistra,in due sinistra,into 2 left
\voice\codriver\cmp_into_corner_2_left,31.wav,in due sinistra,in due sinistra,into 2 left
\voice\codriver\cmp_into_corner_2_left,32.wav,in due sinistra,in due sinistra,into 2 left
\voice\codriver\cmp_into_corner_2_left_descriptive,17.wav,in lenta sinistra,in lenta sinistra,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive,18.wav,in lenta sinistra,in lenta sinistra,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive,19.wav,in lenta sinistra,in lenta sinistra,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive,20.wav,in lenta sinistra,in lenta sinistra,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,21.wav,in lenta sinistra,in lenta sinistra,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,22.wav,in lenta sinistra,in lenta sinistra,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,23.wav,in lenta sinistra,in lenta sinistra,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,24.wav,in lenta sinistra,in lenta sinistra,into slow left
\voice\codriver\cmp_into_corner_2_left_rushed,33.wav,in due sinistra,in due sinistra,into 2 left
\voice\codriver\cmp_into_corner_2_left_rushed,34.wav,in due sinistra,in due sinistra,into 2 left
\voice\codriver\cmp_into_corner_2_left_rushed,35.wav,in due sinistra,in due sinistra,into 2 left
\voice\codriver\cmp_into_corner_2_left_rushed,36.wav,in due sinistra,in due sinistra,into 2 left
\voice\codriver\cmp_into_corner_2_right,5.wav,in due destra,in due destra,into 2 right
\voice\codriver\cmp_into_corner_2_right,6.wav,in due destra,in due destra,into 2 right
\voice\codriver\cmp_into_corner_2_right,7.wav,in due destra,in due destra,into 2 right
\voice\codriver\cmp_into_corner_2_right,8.wav,in due destra,in due destra,into 2 right
\voice\codriver\cmp_into_corner_2_right_descriptive,25.wav,in sloe destra,in sloe destra,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive,26.wav,in sloe destra,in sloe destra,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive,27.wav,in sloe destra,in sloe destra,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive,28.wav,in sloe destra,in sloe destra,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive_rushed,29.wav,in sloe destra,in sloe destra,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive_rushed,30.wav,in sloe destra,in sloe destra,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive_rushed,31.wav,in sloe destra,in sloe destra,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive_rushed,32.wav,in sloe destra,in sloe destra,into sloe right
\voice\codriver\cmp_into_corner_2_right_rushed,10.wav,in due destra,in due destra,into 2 right
\voice\codriver\cmp_into_corner_2_right_rushed,11.wav,in due destra,in due destra,into 2 right
\voice\codriver\cmp_into_corner_2_right_rushed,12.wav,in due destra,in due destra,into 2 right
\voice\codriver\cmp_into_corner_2_right_rushed,9.wav,in due destra,in due destra,into 2 right
\voice\codriver\cmp_into_corner_3_left,17.wav,in tre sinistra,in tre sinistra,into 3 left
\voice\codriver\cmp_into_corner_3_left,18.wav,in tre sinistra,in tre sinistra,into 3 left
\voice\codriver\cmp_into_corner_3_left,19.wav,in tre sinistra,in tre sinistra,into 3 left
\voice\codriver\cmp_into_corner_3_left,20.wav,in tre sinistra,in tre sinistra,into 3 left
\voice\codriver\cmp_into_corner_3_left_descriptive,33.wav,in curva sinistra,in curva sinistra,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive,34.wav,in curva sinistra,in curva sinistra,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive,35.wav,in curva sinistra,in curva sinistra,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive,36.wav,in curva sinistra,in curva sinistra,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive_rushed,37.wav,in curva sinistra,in curva sinistra,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive_rushed,38.wav,in curva sinistra,in curva sinistra,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive_rushed,39.wav,in curva sinistra,in curva sinistra,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive_rushed,40.wav,in curva sinistra,in curva sinistra,into kay left
\voice\codriver\cmp_into_corner_3_left_rushed,21.wav,in tre sinistra,in tre sinistra,into 3 left
\voice\codriver\cmp_into_corner_3_left_rushed,22.wav,in tre sinistra,in tre sinistra,into 3 left
\voice\codriver\cmp_into_corner_3_left_rushed,23.wav,in tre sinistra,in tre sinistra,into 3 left
\voice\codriver\cmp_into_corner_3_left_rushed,24.wav,in tre sinistra,in tre sinistra,into 3 left
\voice\codriver\cmp_into_corner_3_right,41.wav,in tre destra,in tre destra,into 3 right
\voice\codriver\cmp_into_corner_3_right,42.wav,in tre destra,in tre destra,into 3 right
\voice\codriver\cmp_into_corner_3_right,43.wav,in tre destra,in tre destra,into 3 right
\voice\codriver\cmp_into_corner_3_right,44.wav,in tre destra,in tre destra,into 3 right
\voice\codriver\cmp_into_corner_3_right_descriptive,41.wav,in curva destra,in curva destra,into kay right
\voice\codriver\cmp_into_corner_3_right_descriptive,42.wav,in curva destra,in curva destra,into kay right
\voice\codriver\cmp_into_corner_3_right_descriptive,43.wav,in curva destra,in curva destra,into kay right
\voice\codriver\cmp_into_corner_3_right_descriptive,44.wav,in curva destra,in curva destra,into kay right
\voice\codriver\cmp_into_corner_3_right_descriptive_rushed,45.wav,in curva destra,in curva destra,into kay right
\voice\codriver\cmp_into_corner_3_right_descriptive_rushed,46.wav,in curva destra,in curva destra,into kay right
\voice\codriver\cmp_into_corner_3_right_descriptive_rushed,47.wav,in curva destra,in curva destra,into kay right
\voice\codriver\cmp_into_corner_3_right_descriptive_rushed,48.wav,in curva destra,in curva destra,into kay right
\voice\codriver\cmp_into_corner_3_right_rushed,45.wav,in tre destra,in tre destra,into 3 right
\voice\codriver\cmp_into_corner_3_right_rushed,46.wav,in tre destra,in tre destra,into 3 right
\voice\codriver\cmp_into_corner_3_right_rushed,47.wav,in tre destra,in tre destra,into 3 right
\voice\codriver\cmp_into_corner_3_right_rushed,48.wav,in tre destra,in tre destra,into 3 right
\voice\codriver\cmp_into_corner_4_left,53.wav,in quattro sinistra,in quattro sinistra,into 4 left
\voice\codriver\cmp_into_corner_4_left,54.wav,in quattro sinistra,in quattro sinistra,into 4 left
\voice\codriver\cmp_into_corner_4_left,55.wav,in quattro sinistra,in quattro sinistra,into 4 left
\voice\codriver\cmp_into_corner_4_left,56.wav,in quattro sinistra,in quattro sinistra,into 4 left
\voice\codriver\cmp_into_corner_4_left_descriptive,49.wav,in media sinistra,in media sinistra,into medium left
\voice\codriver\cmp_into_corner_4_left_descriptive,50.wav,in media sinistra,in media sinistra,into medium left
\voice\codriver\cmp_into_corner_4_left_descriptive,51.wav,in media sinistra,in media sinistra,into medium left
\voice\codriver\cmp_into_corner_4_left_descriptive,52.wav,in media sinistra,in media sinistra,into medium left
\voice\codriver\cmp_into_corner_4_left_descriptive_rushed,53.wav,in media sinistra,in media sinistra,into medium left
\voice\codriver\cmp_into_corner_4_left_descriptive_rushed,54.wav,in media sinistra,in media sinistra,into medium left
\voice\codriver\cmp_into_corner_4_left_descriptive_rushed,55.wav,in media sinistra,in media sinistra,into medium left
\voice\codriver\cmp_into_corner_4_left_descriptive_rushed,56.wav,in media sinistra,in media sinistra,into medium left
\voice\codriver\cmp_into_corner_4_left_rushed,57.wav,in quattro sinistra,in quattro sinistra,into 4 left
\voice\codriver\cmp_into_corner_4_left_rushed,58.wav,in quattro sinistra,in quattro sinistra,into 4 left
\voice\codriver\cmp_into_corner_4_left_rushed,59.wav,in quattro sinistra,in quattro sinistra,into 4 left
\voice\codriver\cmp_into_corner_4_left_rushed,60.wav,in quattro sinistra,in quattro sinistra,into 4 left
\voice\codriver\cmp_into_corner_4_right,65.wav,in quattro destra,in quattro destra,into 4 right
\voice\codriver\cmp_into_corner_4_right,66.wav,in quattro destra,in quattro destra,into 4 right
\voice\codriver\cmp_into_corner_4_right,67.wav,in quattro destra,in quattro destra,into 4 right
\voice\codriver\cmp_into_corner_4_right,68.wav,in quattro destra,in quattro destra,into 4 right
\voice\codriver\cmp_into_corner_4_right_descriptive,57.wav,in media destra,in media destra,into medium right
\voice\codriver\cmp_into_corner_4_right_descriptive,58.wav,in media destra,in media destra,into medium right
\voice\codriver\cmp_into_corner_4_right_descriptive,59.wav,in media destra,in media destra,into medium right
\voice\codriver\cmp_into_corner_4_right_descriptive,60.wav,in media destra,in media destra,into medium right
\voice\codriver\cmp_into_corner_4_right_descriptive_rushed,61.wav,in media destra,in media destra,into medium right
\voice\codriver\cmp_into_corner_4_right_descriptive_rushed,62.wav,in media destra,in media destra,into medium right
\voice\codriver\cmp_into_corner_4_right_descriptive_rushed,63.wav,in media destra,in media destra,into medium right
\voice\codriver\cmp_into_corner_4_right_descriptive_rushed,64.wav,in media destra,in media destra,into medium right
\voice\codriver\cmp_into_corner_4_right_rushed,69.wav,in quattro destra,in quattro destra,into 4 right
\voice\codriver\cmp_into_corner_4_right_rushed,70.wav,in quattro destra,in quattro destra,into 4 right
